PORO MATRIX,PERMX MATRIX (mD),PORO CRACK,PERMX CRACK (mD),OIL RATE 0 (SM3/DAY),OIL RATE 1 (SM3/DAY),OIL RATE 2 (SM3/DAY),OIL RATE 3 (SM3/DAY),OIL RATE 4 (SM3/DAY),OIL RATE 5 (SM3/DAY),OIL RATE 6 (SM3/DAY),OIL RATE 7 (SM3/DAY),OIL RATE 8 (SM3/DAY),OIL RATE 9 (SM3/DAY),OIL RATE 10 (SM3/DAY),OIL RATE 11 (SM3/DAY),OIL RATE 12 (SM3/DAY),OIL RATE 13 (SM3/DAY),OIL RATE 14 (SM3/DAY),OIL RATE 15 (SM3/DAY),OIL RATE 16 (SM3/DAY),OIL RATE 17 (SM3/DAY),OIL RATE 18 (SM3/DAY),OIL RATE 19 (SM3/DAY),OIL RATE 20 (SM3/DAY),OIL RATE 21 (SM3/DAY),OIL RATE 22 (SM3/DAY),OIL RATE 23 (SM3/DAY),OIL RATE 24 (SM3/DAY),OIL RATE 25 (SM3/DAY),OIL RATE 26 (SM3/DAY),OIL RATE 27 (SM3/DAY),OIL RATE 28 (SM3/DAY),OIL RATE 29 (SM3/DAY),OIL RATE 30 (SM3/DAY),OIL RATE 31 (SM3/DAY),OIL RATE 32 (SM3/DAY),OIL RATE 33 (SM3/DAY),OIL RATE 34 (SM3/DAY),OIL RATE 35 (SM3/DAY),OIL RATE 36 (SM3/DAY),OIL RATE 37 (SM3/DAY),OIL RATE 38 (SM3/DAY),OIL RATE 39 (SM3/DAY),OIL RATE 40 (SM3/DAY),OIL RATE 41 (SM3/DAY),OIL RATE 42 (SM3/DAY),OIL RATE 43 (SM3/DAY),OIL RATE 44 (SM3/DAY),OIL RATE 45 (SM3/DAY),OIL RATE 46 (SM3/DAY),OIL RATE 47 (SM3/DAY),OIL RATE 48 (SM3/DAY),OIL RATE 49 (SM3/DAY),OIL RATE 50 (SM3/DAY),OIL RATE 51 (SM3/DAY),OIL RATE 52 (SM3/DAY),OIL RATE 53 (SM3/DAY),OIL RATE 54 (SM3/DAY),OIL RATE 55 (SM3/DAY),OIL RATE 56 (SM3/DAY),OIL RATE 57 (SM3/DAY),OIL RATE 58 (SM3/DAY),OIL RATE 59 (SM3/DAY),OIL RATE 60 (SM3/DAY)
0.1795,7.74775,0.0204125,1185.875,0,104.638,183.0486,240.3517,283.8711,315.7266,335.965,345.7917,348.7531,348.1534,345.8212,342.4535,338.2995,333.5457,328.1937,322.4576,316.2969,309.8307,303.1145,296.095,288.834,281.3175,273.5304,265.4849,257.1487,248.5036,239.5818,230.4086,220.8303,211.0621,201.1972,191.2516,181.4365,171.8325,162.5354,153.612,145.0968,137.0574,129.4742,122.2849,115.4852,109.1368,103.1542,97.32813,91.88123,87.3528,82.35533,77.24108,72.93913,69.18928,65.14652,60.96272,56.48645,52.11973,48.55739,45.69857,42.92653,40.39323,37.89347,35.35323,32.99851
0.214,4.54,0.0206375,318.125,0,17.85206,41.97815,68.33311,92.85698,115.5452,136.5834,156.1104,174.0513,189.9449,203.1302,213.5595,221.9188,228.9999,235.2542,240.881,245.9224,250.3351,254.1224,257.2,259.5596,261.2864,262.3728,262.8274,262.6422,261.8574,260.4827,258.5232,255.9799,252.8533,249.1446,244.9307,240.1457,234.8233,229.0237,222.858,216.2764,209.2835,201.9262,194.5332,186.9305,179.345,171.7198,164.218,156.8167,149.6811,142.7805,136.0681,129.692,123.624,117.8105,112.2421,106.929,101.9279,97.16277,92.68836,88.41686,84.3409,80.46709,76.93499,73.60204
0.146,5.359,0.038975,440,0,84.44431,160.0437,216.4546,260.7028,295.6348,323.1064,344.6901,360.9488,371.7546,377.1065,377.4045,373.7701,367.4514,359.6614,351.0882,342.1375,333.0181,323.8122,314.5378,305.191,295.8301,286.4036,276.9004,267.4207,257.9001,248.3998,238.8534,229.3719,219.9768,210.5823,201.3546,192.2871,183.3549,174.7207,166.3199,158.2473,150.4912,143.0163,135.9254,129.1739,122.7424,116.6137,110.8164,105.3139,100.0774,95.18034,90.40101,85.70921,81.6312,77.83283,73.62157,69.83636,66.27814,63.04232,59.56843,55.48127,50.66304,47.1453,44.18303,41.62417
0.161,4.69925,0.03875,1488.125,0,225.877,325.1031,376.0334,403.2425,417.6382,423.2569,421.8486,414.215,402.0434,387.4901,372.4031,358.0856,344.8078,332.7041,321.5768,311.2636,301.5322,292.2687,283.3728,274.7631,266.4096,258.2652,250.3385,242.5951,235.0281,227.6656,220.4726,213.4703,206.6664,200.0612,193.6376,187.4037,181.3775,175.5434,169.912,164.4789,159.2194,154.1334,149.2634,144.3761,139.5068,135.3283,130.5109,125.6643,121.0567,116.54,111.4294,105.24,98.23627,93.2317,88.80068,84.31545,80.00161,75.59632,71.31952,67.3391,63.58088,60.0259,56.69518,53.59998
0.1585,8.61225,0.016925,1098.125,0,93.04849,167.0297,222.5911,265.6692,297.5822,318.2546,329.4436,334.7754,336.849,336.895,335.3521,332.5231,328.388,323.3381,317.4272,310.8388,303.5618,295.7105,287.3307,278.3433,268.8511,258.7749,248.0602,236.8224,224.9784,212.6571,199.9457,187.174,174.5771,162.4726,150.9905,140.2778,130.3015,121.0187,112.4405,104.5367,97.26935,90.56206,84.26878,78.41503,73.02081,68.06519,63.52413,59.35433,55.54058,52.00489,48.69505,45.76246,43.06119,40.29049,37.78844,35.53605,33.51879,31.46183,29.3813,27.14884,24.9339,23.20267,21.71707,20.31479
0.193,6.92875,0.0312125,391.25,0,46.44653,97.22257,140.2361,177.0298,208.8865,236.5524,260.4718,281.0579,298.2185,311.6388,321.0822,326.8395,329.8967,331.0497,330.9114,329.8877,328.1097,325.6596,322.6651,319.0375,314.8549,310.1589,305.0063,299.3604,293.3402,286.9379,280.1257,272.9982,265.5537,257.8229,249.8069,241.4877,232.988,224.3353,215.4109,206.4933,197.5094,188.5539,179.7733,171.2654,163.0269,155.0319,147.3403,140.06,133.0893,126.439,120.1876,114.2641,108.7077,103.4423,98.37879,93.64115,89.19383,85.0051,80.98837,77.22106,73.81654,70.53079,67.19142,63.96463
0.1945,5.086,0.0287375,854.375,0,93.63741,169.8944,226.4824,270.4762,304.931,330.8578,347.9879,356.2849,357.3344,353.936,348.4964,342.2594,335.8302,329.4028,322.9598,316.4553,309.9149,303.3416,296.7328,290.077,283.3531,276.5862,269.7849,262.9358,256.078,249.1873,242.2652,235.3566,228.475,221.6076,214.7889,208.0573,201.3779,194.7731,188.3195,181.9993,175.8229,169.7767,163.9202,158.2562,152.7785,147.3645,141.9125,137.2261,132.39,126.7903,121.7532,117.3431,112.555,107.1013,100.3155,93.78345,89.29107,85.05691,81.03317,77.13969,73.19391,69.20866,65.43387,61.87797
0.16125,7.38375,0.013775,1566.125,0,103.2552,181.1694,238.3834,279.9439,305.6002,319.0244,325.8553,329.3599,330.5627,329.8154,327.4711,323.6504,318.8253,313.0725,306.6644,299.6011,291.9816,283.8076,275.172,266.0067,256.2242,245.9064,234.8996,223.2294,211.0715,198.6581,186.2055,174.323,162.8891,152.0418,141.8329,132.2414,123.3385,115.044,107.3127,100.1196,93.42074,87.12118,81.26205,75.81004,70.74229,66.0224,61.71096,57.8726,54.00128,50.38689,47.29588,44.42793,41.47613,38.49218,35.31524,32.47302,30.27865,28.25711,26.25809,24.33065,22.45326,20.67071,19.0735,17.63077
0.1815,6.01875,0.0257,1600.25,0,162.7095,256.5741,316.0255,354.9006,378.6118,388.3643,386.7026,378.47,367.8756,357.201,347.2186,338.1316,329.5694,321.476,313.6546,306.0596,298.5942,291.2072,283.8479,276.5003,269.1458,261.7484,254.3253,246.8513,239.3262,231.7558,224.1628,216.5439,208.9562,201.4481,194.0053,186.682,179.5527,172.5986,165.8594,159.353,153.0864,147.086,141.1434,135.2479,130.1793,124.7098,118.897,113.7568,109.0547,103.6081,97.45632,90.24711,84.98668,80.78245,76.33418,72.05196,67.7868,63.54343,59.58003,55.95338,52.59335,49.53733,46.7002,43.94301
0.16875,8.74875,0.0386375,1005.5,0,166.2696,261.4405,320.248,358.268,382.8773,398.2954,406.8589,409.5349,407.0568,400.5536,391.7649,382.011,372.1587,362.5158,353.2651,344.3748,335.8003,327.4687,319.2282,311.1147,303.0185,294.8855,286.791,278.65,270.4401,262.2224,253.9762,245.6665,237.3624,229.0669,220.8024,212.5643,204.3638,196.3171,188.3487,180.5129,172.8864,165.4865,158.3625,151.4485,144.8176,138.4869,132.4552,126.6428,120.8729,115.6855,110.9044,105.4839,100.4447,95.55412,90.91868,86.0037,79.97355,73.36121,68.50011,64.26462,60.19086,56.56578,53.13399,49.74094
0.2245,6.906,0.0228875,332.75,0,23.65787,52.90577,82.32056,109.0112,133.4299,155.8097,176.3769,195.2603,212.2429,227.0356,239.4305,249.4742,257.597,264.3521,270.0491,274.9456,279.1459,282.6183,285.4834,287.6874,289.1671,289.9966,290.2279,289.7981,288.7381,287.0796,284.7805,281.9069,278.4829,274.4362,269.8286,264.6251,258.9151,252.7038,245.9324,238.6847,231.0861,223.0157,214.4792,205.7354,196.6996,187.651,178.5577,169.6761,160.9346,152.648,144.8518,137.3742,130.1937,123.6282,117.4171,111.4373,105.8456,100.6201,95.76765,91.24429,86.98061,83.00277,79.20277,75.59148
0.20475,8.4075,0.0195125,1249.25,0,95.05911,168.3139,223.3062,266.2398,298.8213,320.7434,333.0345,338.7788,341.0015,341.4607,340.5876,338.6774,335.977,332.5178,328.3779,323.8045,318.8391,313.5372,307.9349,302.0977,296.0145,289.7154,283.2101,276.4608,269.5144,262.3604,254.9436,247.2449,239.3135,231.1351,222.599,213.8817,204.9866,195.9416,186.9728,178.1244,169.4267,161.0499,152.9993,145.2834,138.0212,131.1348,124.5695,118.1402,112.1381,106.9973,101.3966,95.76067,90.8224,86.53615,81.82065,76.95536,71.25447,66.21433,62.08124,58.60209,55.22346,52.11209,49.17469,46.22463
0.224,1.901,0.0248,1848.875,0,148.6509,238.971,299.3802,340.321,363.3916,367.7932,358.0382,341.3283,323.4629,307.5987,294.0808,282.668,272.8609,264.2185,256.4418,249.2638,242.5925,236.2886,230.3164,224.6049,219.1367,213.8737,208.7914,203.8559,199.0694,194.4395,189.9417,185.5591,181.2838,177.1435,173.0815,169.1262,165.2642,161.5246,157.8846,154.1971,150.5378,147.4063,143.4373,139.738,136.6492,133.1591,129.077,124.389,118.9435,115.4722,112.2473,109.0779,105.8999,102.6993,99.53653,96.54929,93.86176,91.35448,88.84513,86.25366,83.64987,81.10417,78.63432,76.21668
0.18475,1.92375,0.0424625,240.125,0,30.12435,69.88226,108.9732,142.9106,173.0604,199.9553,224.0025,245.537,264.4754,280.2213,292.1769,299.9171,303.3649,303.1227,300.2147,295.6346,290.2121,284.3981,278.4989,272.6476,266.8456,261.114,255.4343,249.8013,244.2197,238.6903,233.2196,227.8446,222.5465,217.3159,212.189,207.1556,202.22,197.3823,192.6427,188.0174,183.4775,179.0355,174.6996,170.4686,166.3421,162.2926,158.2943,154.4126,150.6873,146.9722,143.0624,139.6776,136.4654,132.3441,128.5018,125.0206,121.5641,117.6618,112.1679,105.7159,101.5206,97.98994,94.65279,91.63429
0.22625,6.79225,0.042125,869,0,124.294,209.0238,267.888,310.889,342.4958,365.6581,382.3602,393.2146,398.2518,398.0439,393.6516,386.5937,378.2963,369.6672,361.2034,353.1462,345.5176,338.2516,331.2962,324.6492,318.2119,311.9059,305.7597,299.7277,293.7519,287.8532,282.0327,276.2778,270.5959,264.9643,259.42,253.9305,248.5271,243.2138,237.9822,232.8319,227.7852,222.8471,218.0123,213.2749,208.6411,204.0852,199.6391,195.2864,190.8114,186.2172,182.2628,177.7666,172.7989,167.6452,162.7903,157.3819,151.0271,142.8478,135.1034,128.8699,123.1335,117.6772,112.6428,107.5409
0.20225,1.628,0.0451625,620.375,0,96.21797,176.5769,235.3727,280.4876,315.5519,342.7017,363.2754,377.1673,383.7243,382.6306,374.828,362.2012,346.9724,331.0762,315.6269,301.2844,288.2939,276.6099,266.1494,256.7468,248.2523,240.51,233.3967,226.8192,220.6986,214.9606,209.5644,204.4659,199.6184,195.0026,190.6027,186.4007,182.3616,178.493,174.7805,171.2283,167.8023,164.4604,161.224,158.1102,155.101,151.8658,148.9936,146.3388,142.9006,139.5699,136.6847,133.4481,129.2668,123.1023,117.9922,114.5495,111.4117,108.504,105.6348,102.5151,99.52571,96.77817,94.14701,91.4899
0.223,5.83675,0.0314375,713,0,75.66814,143.2799,195.4016,237.563,272.095,300.2546,322.4266,338.1346,347.2404,350.63,350.0769,347.4405,343.788,339.6881,335.2276,330.5668,325.7098,320.7141,315.5438,310.2181,304.8218,299.3282,293.7269,288.0416,282.2966,276.4866,270.6249,264.733,258.7782,252.7995,246.8213,240.8332,234.8566,228.8853,222.9137,217.0107,211.1624,205.3556,199.6154,193.9516,188.3925,182.9236,177.5618,172.3546,167.053,161.7345,157.2024,152.1996,146.6751,141.3948,136.7104,131.6607,125.9494,118.9761,111.5779,106.0453,101.2303,96.50417,92.28862,88.0238
0.206,2.1285,0.037175,518,0,61.65617,125.6113,176.675,218.6268,253.7583,283.101,307.1425,325.1979,336.0235,339.4157,336.6842,329.8916,321.0585,311.562,302.2372,293.3432,285.0128,277.1789,269.8008,262.8003,256.1048,249.7132,243.5846,237.6679,231.9705,226.4585,221.096,215.8997,210.8537,205.9336,201.1607,196.5489,192.0685,187.6985,183.4653,179.3824,175.3989,171.5035,167.7071,164.0344,160.5005,156.8278,153.1856,150.231,146.5058,142.5503,138.9856,135.6822,131.7906,126.6143,119.9291,115.4232,112.0013,108.5307,105.5506,102.3634,99.03007,95.91035,92.94395,90.03931
0.20275,9.15825,0.0138875,1571,0,87.80229,157.1608,210.3007,251.819,281.4824,300.2487,312.0776,320.1125,325.7525,329.2611,330.915,331.0351,329.8615,327.5418,324.293,320.382,315.8613,310.8794,305.4506,299.5996,293.4115,286.8877,280.0308,272.8665,265.339,257.4628,249.2472,240.5703,231.3062,221.6157,211.4377,200.9001,190.2294,179.7925,169.6176,159.7554,150.4458,141.6391,133.2726,125.465,118.1622,111.3133,104.9215,98.88312,93.13133,87.72736,82.92355,78.06555,73.37684,69.29138,65.65482,62.07913,58.41667,54.52755,50.48433,47.24157,44.54765,42.01601,39.64877,37.28001
0.23075,5.88225,0.0161375,1610,0,87.48717,157.2504,210.906,252.8432,282.2881,299.4771,308.7785,314.6546,318.6794,321.2185,322.3647,322.1801,320.8613,318.6718,315.7859,312.331,308.3851,304.0971,299.5182,294.6794,289.6164,284.3615,278.925,273.3416,267.5959,261.6646,255.5451,249.2293,242.7266,236.0414,229.1909,222.1996,215.1317,207.9933,200.8526,193.8493,186.9529,180.1103,173.3859,166.7736,160.436,154.6198,148.2273,141.9486,136.3776,131.1834,125.3404,119.192,111.9893,105.5209,100.8174,96.19727,91.55816,87.01286,82.32579,77.85683,73.83757,70.0537,66.52151,63.26692
0.21575,3.6755,0.0316625,220.625,0,18.0328,41.28178,68.38235,93.40865,116.5342,137.9899,157.8948,176.3396,193.3289,208.6591,222.0302,233.215,242.1095,248.8563,253.8962,257.6629,260.5909,262.9043,264.6945,266.0413,266.9342,267.3549,267.283,266.7614,265.7454,264.2726,262.3281,259.938,257.1603,253.9642,250.3988,246.4847,242.241,237.694,232.9178,227.8669,222.5981,217.1353,211.5699,205.859,200.0121,194.0962,188.1977,182.3078,176.3505,170.5053,164.7315,159.0055,153.4255,148.0117,142.7288,137.509,132.4929,127.6914,122.9206,118.1369,113.9767,110.0863,105.5604,101.3552
0.15775,2.78825,0.0363875,1302.875,0,195.7125,296.5265,353.678,387.3736,406.7507,415.2891,413.7782,403.6746,387.8138,369.5009,351.2532,334.2314,318.9045,305.221,292.9419,281.8051,271.5731,262.0654,253.1026,244.6287,236.5612,228.8168,221.3952,214.281,207.4234,200.8318,194.4958,188.4041,182.5268,176.8721,171.4413,166.2404,161.2302,156.4301,151.796,147.3215,143.0135,138.9037,134.7168,130.6226,127.1715,122.9613,118.8663,115.1524,111.3439,106.8853,101.2112,95.41767,91.71363,88.23407,84.70043,81.17915,77.36174,73.85941,70.63555,67.53598,64.58723,61.87344,59.19596,56.54428
0.1605,2.4925,0.0125375,1044.5,0,52.67802,110.5887,159.1338,198.9692,224.3119,235.911,243.4736,250.5053,256.4637,260.6913,262.8274,263.0063,261.4943,258.6293,254.5367,249.4204,243.4262,236.5752,229.2568,221.5309,213.3874,205.0667,196.6909,188.4361,180.3193,172.3852,164.7035,157.3061,150.1655,143.4012,136.9508,130.7455,124.8366,119.236,113.9262,108.8091,103.9135,99.2429,94.90273,90.7239,85.94927,82.22636,79.00704,75.02671,70.95406,66.84083,62.99142,59.98074,57.38656,54.56075,51.89928,49.37022,46.87262,44.58517,42.50122,40.55814,38.71295,36.84851,35.00689,33.23719
0.18125,8.79425,0.0278375,420.5,0,51.07123,103.9843,147.9083,185.2683,217.38,244.8525,268.3901,288.3911,304.6918,317.1082,325.767,331.0047,333.8882,335.0302,334.9556,333.9452,332.0461,329.3658,325.9218,321.7359,316.9004,311.4012,305.2736,298.5797,291.3115,283.4693,275.1444,266.2844,257.0016,247.1817,237.0349,226.4058,215.5853,204.4791,193.3787,182.5768,172.062,161.6066,152.0285,142.8869,134.3121,126.3421,118.9251,111.9698,105.4001,99.33892,93.73343,88.59264,83.78688,79.31741,75.10984,71.05773,67.23479,63.6707,60.33706,57.26745,54.44658,51.82013,49.36032,47.02382
0.178,8.15725,0.0199625,206,0,18.02666,41.13432,65.13957,87.4076,108.1305,127.4125,145.2465,161.5428,176.3123,190.0238,202.8388,214.6381,225.3724,234.9523,243.3456,250.5155,256.7121,262.0529,266.5903,270.2819,273.0466,274.8985,275.8008,275.7091,274.4864,272.0996,268.5648,263.6859,257.4717,249.7848,240.6866,230.2042,218.3217,205.4851,192.0065,178.3507,165.0997,152.732,141.1607,131.0149,121.9441,113.3104,105.6514,98.86093,92.81745,87.19695,81.62113,76.38467,71.72277,67.6502,63.96351,60.66809,57.67877,54.9296,52.36545,49.98538,47.83292,45.83715,43.94942,42.14558
0.158,1.537,0.0408875,274.25,0,39.79607,91.23139,136.4926,175.2419,208.4678,237.3909,262.561,284.0289,301.1013,312.8705,318.7583,318.9832,314.6709,307.3545,298.4198,288.9178,279.4249,270.2315,261.4184,253.0681,245.1153,237.5068,230.2671,223.3308,216.6646,210.2883,204.1587,198.2408,192.5417,187.0432,181.7085,176.5698,171.6107,166.8081,162.1666,157.6569,153.2938,149.0936,145.0164,141.0428,137.1944,133.4744,129.8837,126.1269,122.7582,119.7628,115.8397,112.228,109.0184,105.7657,101.9352,96.50614,90.98402,87.46773,84.66832,81.84552,79.10756,76.48711,73.75279,71.13391
